# Constructed from biom file
#OTU ID	SRR3545898_bracken	SRR3545910_bracken	SRR3545919_bracken	SRR3545934_bracken	SRR3545941_bracken	SRR3545948_bracken	SRR3545955_bracken	SRR3545963_bracken	SRR3546351_bracken	SRR3546354_bracken	SRR3546356_bracken	SRR3546358_bracken	SRR3546361_bracken	SRR3546363_bracken	SRR3546365_bracken	SRR3546367_bracken	SRR3546371_bracken	SRR3546373_bracken	SRR3546375_bracken	SRR3546378_bracken	SRR3546380_bracken	SRR3546382_bracken	SRR3546384_bracken	taxonomy
28173	3.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	1.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__nigripulchritudo
76258	1.0	13.0	12.0	17.0	4.0	11.0	31.0	13.0	0.0	1.0	7.0	2.0	1.0	10.0	33.0	40.0	1.0	5.0	44.0	4.0	1.0	3.0	7.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__rumoiensis
29494	1.0	4.0	70.0	27.0	0.0	2.0	23.0	90.0	0.0	5.0	6.0	1.0	6.0	9.0	9.0	136.0	3.0	4.0	126.0	7.0	13.0	14.0	5.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__furnissii
668	1.0	6.0	16.0	13.0	0.0	2.0	6.0	7.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	6.0	1.0	1.0	5.0	0.0	0.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Aliivibrio; s__fischeri
2303331	9.0	22.0	26.0	47.0	7.0	37.0	22.0	89.0	2.0	11.0	19.0	10.0	13.0	27.0	102.0	55.0	6.0	25.0	121.0	8.0	19.0	12.0	5.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nevskiales; f__Sinobacteraceae; g__Solimonas; s__sp. K1W22B-7
155077	2.0	28.0	7.0	42.0	0.0	5.0	21.0	9.0	0.0	0.0	3.0	0.0	1.0	9.0	27.0	35.0	6.0	2.0	46.0	3.0	0.0	13.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__Cellvibrio; s__japonicus
1987723	1.0	436.0	0.0	6.0	0.0	12.0	12.0	14.0	0.0	0.0	3.0	2.0	2.0	36.0	15.0	108.0	0.0	11.0	45.0	0.0	0.0	77.0	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__Cellvibrio; s__sp. PSBB006
1945512	1.0	55.0	60.0	170.0	8.0	40.0	80.0	75.0	2.0	2.0	21.0	1.0	5.0	70.0	26.0	140.0	4.0	21.0	181.0	28.0	1.0	30.0	2.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__Cellvibrio; s__sp. PSBB023
2426	1.0	6.0	0.0	2.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__Teredinibacter; s__turnerae
393662	2.0	17.0	9.0	16.0	0.0	5.0	4.0	11.0	0.0	2.0	3.0	3.0	5.0	9.0	5.0	32.0	3.0	1.0	42.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Congregibacter; s__litoralis
930806	1.0	6.0	3.0	13.0	1.0	3.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	3.0	8.0	4.0	0.0	2.0	19.0	0.0	0.0	6.0	4.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Halioglobus; s__pacificus
252514	1.0	7.0	5.0	2.0	0.0	1.0	0.0	5.0	0.0	1.0	1.0	1.0	0.0	2.0	6.0	7.0	0.0	0.0	7.0	2.0	0.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Microbulbiferaceae; g__Microbulbifer; s__thermotolerans
1432792	3.0	38.0	25.0	38.0	5.0	54.0	42.0	148.0	0.0	0.0	33.0	4.0	11.0	32.0	77.0	192.0	0.0	17.0	743.0	10.0	1.0	12.0	8.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylocaldum; s__marinum
2049332	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	1.0	5.0	7.0	9.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomicrobium; s__sp. wino1
39775	1.0	2.0	1.0	2.0	0.0	4.0	16.0	10.0	0.0	0.0	4.0	0.0	2.0	2.0	18.0	9.0	0.0	0.0	19.0	2.0	0.0	2.0	2.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomicrobium; s__album
1538553	1.0	0.0	2.0	5.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	12.0	1.0	0.0	8.0	6.0	2.0	4.0	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomonas; s__denitrificans
585455	3.0	4.0	7.0	7.0	0.0	8.0	5.0	7.0	0.0	0.0	3.0	3.0	3.0	12.0	9.0	13.0	0.0	4.0	16.0	1.0	1.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Francisellaceae; g__Thiohalobacter; s__thiocyanaticus
2169539	1.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	1.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Francisellaceae; g__Thiolapillus; s__Gammaproteobacteria bacterium DM2
1248727	1.0	2.0	17.0	8.0	0.0	10.0	6.0	3.0	0.0	0.0	3.0	3.0	1.0	9.0	15.0	16.0	0.0	1.0	23.0	2.0	1.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Francisellaceae; g__Thiolapillus; s__endosymbiont of unidentified scaly snail isolate Monju
1620215	1.0	2.0	4.0	22.0	0.0	14.0	13.0	31.0	0.0	0.0	8.0	0.0	0.0	6.0	25.0	16.0	0.0	3.0	28.0	2.0	0.0	3.0	2.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Acidiferrobacterales; f__Acidiferrobacteraceae; g__Sulfuricaulis; s__limicola
1675686	1.0	7.0	26.0	37.0	0.0	20.0	21.0	29.0	0.0	0.0	11.0	1.0	7.0	7.0	52.0	39.0	2.0	9.0	60.0	8.0	1.0	5.0	4.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Acidiferrobacterales; f__Acidiferrobacteraceae; g__Sulfurifustis; s__variabilis
1281578	1.0	0.0	2.0	8.0	0.0	3.0	3.0	8.0	0.0	0.0	4.0	0.0	0.0	5.0	9.0	9.0	0.0	1.0	12.0	0.0	0.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Acidiferrobacterales; f__Acidiferrobacteraceae; g__Acidiferrobacter; s__sp. SPIII_3
2183911	3.0	3.0	6.0	25.0	3.0	19.0	12.0	22.0	0.0	0.0	7.0	1.0	1.0	13.0	19.0	22.0	0.0	2.0	34.0	4.0	2.0	8.0	3.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Salinisphaerales; f__Salinisphaeraceae; g__Salinisphaera; s__sp. LB1
29423	2.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	3.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__oakridgensis
66969	1.0	2.0	0.0	1.0	0.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__waltersii
1267021	1.0	3.0	1.0	2.0	0.0	6.0	1.0	15.0	0.0	0.0	1.0	0.0	0.0	12.0	2.0	95.0	1.0	1.0	29.0	4.0	0.0	4.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Frischella; s__perrara
754476	1.0	1122.0	8.0	6.0	1.0	2.0	18.0	8.0	0.0	0.0	3.0	0.0	0.0	17.0	1.0	17.0	5.0	1.0	21.0	0.0	1.0	13.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__Methylophaga; s__nitratireducenticrescens
2057741	251.0	135.0	475.0	347.0	24.0	600.0	192.0	267.0	47.0	103.0	277.0	110.0	322.0	186.0	944.0	424.0	221.0	225.0	621.0	178.0	501.0	59.0	85.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__sp. SK17
1437360	106.0	349.0	599.0	1151.0	26.0	621.0	680.0	980.0	8.0	43.0	550.0	64.0	122.0	788.0	4417.0	1555.0	88.0	290.0	2375.0	142.0	56.0	255.0	103.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__erythrophlei
1355477	79.0	92.0	253.0	397.0	17.0	334.0	151.0	301.0	13.0	31.0	181.0	43.0	88.0	183.0	1188.0	492.0	77.0	130.0	843.0	62.0	111.0	80.0	55.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__diazoefficiens
375	50.0	61.0	252.0	306.0	8.0	220.0	224.0	277.0	11.0	26.0	208.0	27.0	54.0	222.0	1065.0	400.0	55.0	99.0	728.0	48.0	58.0	68.0	35.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__japonicum
1274631	46.0	203.0	357.0	683.0	20.0	409.0	425.0	526.0	5.0	12.0	318.0	46.0	64.0	369.0	1680.0	1045.0	37.0	169.0	1206.0	114.0	20.0	182.0	71.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__icense
376	45.0	77.0	191.0	419.0	5.0	262.0	160.0	285.0	3.0	7.0	189.0	13.0	43.0	231.0	1204.0	438.0	48.0	108.0	1117.0	75.0	48.0	78.0	21.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__sp.
931866	37.0	56.0	117.0	219.0	3.0	126.0	95.0	147.0	4.0	11.0	128.0	13.0	41.0	64.0	563.0	232.0	22.0	46.0	445.0	40.0	39.0	43.0	18.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__ottawaense
1223566	33.0	30.0	87.0	151.0	1.0	117.0	75.0	165.0	1.0	6.0	98.0	17.0	38.0	76.0	424.0	199.0	19.0	37.0	351.0	32.0	30.0	38.0	5.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__sp. CCGE-LA001
288000	33.0	33.0	102.0	108.0	3.0	76.0	88.0	260.0	3.0	13.0	60.0	6.0	21.0	49.0	318.0	194.0	19.0	37.0	395.0	42.0	38.0	20.0	10.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__sp. BTAi1
335659	30.0	107.0	187.0	411.0	7.0	263.0	142.0	286.0	7.0	37.0	178.0	27.0	51.0	202.0	766.0	484.0	43.0	75.0	1015.0	79.0	60.0	96.0	31.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__sp. S23321
1404768	25.0	26.0	62.0	158.0	0.0	66.0	90.0	135.0	5.0	17.0	99.0	18.0	16.0	95.0	473.0	253.0	24.0	40.0	507.0	23.0	38.0	21.0	16.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__sp. 2 39S1MB
167468	24.0	46.0	99.0	202.0	3.0	136.0	65.0	151.0	2.0	22.0	76.0	19.0	30.0	109.0	492.0	166.0	26.0	49.0	388.0	18.0	60.0	33.0	19.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__sp. ORS 3257
44255	23.0	34.0	69.0	94.0	4.0	85.0	45.0	95.0	1.0	8.0	52.0	7.0	17.0	72.0	290.0	142.0	10.0	27.0	214.0	26.0	19.0	19.0	12.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__oligotrophicum
1404367	22.0	58.0	96.0	263.0	12.0	98.0	104.0	166.0	2.0	8.0	167.0	10.0	22.0	163.0	601.0	268.0	24.0	48.0	1187.0	28.0	33.0	62.0	22.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__sp. 3 85S1MB
722472	21.0	98.0	186.0	338.0	9.0	147.0	197.0	278.0	6.0	4.0	145.0	21.0	33.0	180.0	1050.0	477.0	18.0	97.0	554.0	31.0	21.0	84.0	30.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__lablabi
319017	18.0	51.0	111.0	300.0	3.0	148.0	102.0	178.0	0.0	8.0	86.0	9.0	18.0	136.0	746.0	230.0	14.0	68.0	729.0	41.0	25.0	44.0	26.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__sp. WSM471
115808	11.0	15.0	43.0	89.0	1.0	49.0	64.0	117.0	0.0	2.0	32.0	9.0	10.0	30.0	188.0	175.0	9.0	15.0	200.0	18.0	7.0	23.0	5.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__sp. ORS 285
114615	8.0	40.0	47.0	89.0	4.0	66.0	70.0	99.0	1.0	2.0	39.0	4.0	12.0	57.0	236.0	111.0	11.0	30.0	200.0	14.0	16.0	14.0	12.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__sp. ORS 278
1076	84.0	357.0	533.0	999.0	20.0	670.0	579.0	2445.0	14.0	35.0	475.0	83.0	129.0	909.0	2346.0	1333.0	61.0	256.0	3827.0	188.0	113.0	212.0	91.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Rhodopseudomonas; s__palustris
2015316	9.0	95.0	149.0	234.0	12.0	173.0	81.0	235.0	4.0	8.0	128.0	29.0	41.0	158.0	324.0	293.0	10.0	91.0	724.0	69.0	52.0	34.0	20.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bosea; s__sp. AS-1
1842539	9.0	87.0	177.0	216.0	5.0	225.0	99.0	207.0	2.0	10.0	104.0	25.0	49.0	105.0	462.0	258.0	36.0	99.0	541.0	71.0	37.0	60.0	24.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bosea; s__sp. RAC05
1792307	8.0	65.0	77.0	83.0	0.0	79.0	67.0	95.0	3.0	3.0	71.0	11.0	9.0	51.0	211.0	159.0	10.0	31.0	240.0	29.0	14.0	20.0	16.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bosea; s__sp. PAMC 26642
1526658	6.0	55.0	104.0	150.0	3.0	103.0	80.0	171.0	3.0	5.0	87.0	2.0	25.0	80.0	279.0	167.0	13.0	54.0	384.0	55.0	28.0	29.0	9.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bosea; s__vaviloviae
1882747	31.0	115.0	171.0	372.0	14.0	194.0	237.0	244.0	0.0	10.0	174.0	16.0	41.0	201.0	986.0	562.0	20.0	108.0	629.0	54.0	33.0	68.0	34.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Afipia; s__sp. GAS231
913	12.0	29.0	60.0	70.0	1.0	62.0	32.0	63.0	1.0	3.0	32.0	3.0	9.0	40.0	120.0	89.0	2.0	36.0	161.0	14.0	7.0	19.0	10.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Nitrobacter; s__winogradskyi
912	10.0	53.0	75.0	173.0	3.0	92.0	69.0	177.0	5.0	0.0	71.0	7.0	15.0	76.0	403.0	189.0	15.0	59.0	342.0	18.0	11.0	46.0	14.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Nitrobacter; s__hamburgensis
1333996	13.0	33.0	49.0	362.0	1.0	39.0	167.0	247.0	1.0	3.0	58.0	7.0	17.0	160.0	490.0	355.0	13.0	52.0	872.0	36.0	10.0	57.0	9.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Variibacter; s__gotjawalensis
709797	10.0	39.0	110.0	139.0	7.0	79.0	94.0	127.0	0.0	3.0	75.0	12.0	23.0	46.0	284.0	175.0	16.0	61.0	368.0	28.0	17.0	41.0	10.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Oligotropha; s__Bradyrhizobiaceae bacterium SG-6C
40137	9.0	25.0	40.0	56.0	6.0	53.0	37.0	70.0	1.0	7.0	34.0	1.0	14.0	42.0	176.0	96.0	5.0	23.0	120.0	12.0	8.0	16.0	15.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Oligotropha; s__carboxidovorans
269660	369.0	2441.0	3285.0	4689.0	135.0	4486.0	2881.0	6307.0	43.0	504.0	3377.0	260.0	1198.0	2257.0	14708.0	6156.0	320.0	4591.0	10587.0	1393.0	393.0	1216.0	878.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__brachiatum
2202828	84.0	256.0	426.0	655.0	43.0	1832.0	374.0	2767.0	6.0	56.0	752.0	33.0	178.0	343.0	2220.0	833.0	52.0	311.0	4098.0	133.0	226.0	173.0	98.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__sp. 17Sr1-43
270351	36.0	198.0	307.0	396.0	17.0	426.0	175.0	847.0	10.0	30.0	248.0	31.0	66.0	154.0	1559.0	485.0	61.0	95.0	1156.0	111.0	71.0	92.0	114.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__aquaticum
31998	34.0	193.0	340.0	605.0	12.0	703.0	282.0	1113.0	3.0	48.0	307.0	37.0	48.0	270.0	1283.0	787.0	32.0	248.0	1463.0	151.0	15.0	174.0	103.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__radiotolerans
2202825	33.0	166.0	329.0	602.0	13.0	429.0	279.0	1122.0	4.0	16.0	288.0	16.0	56.0	248.0	1436.0	691.0	22.0	299.0	1803.0	117.0	44.0	161.0	91.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__sp. 17SD2-17
1479019	29.0	91.0	199.0	377.0	7.0	374.0	161.0	638.0	1.0	23.0	193.0	17.0	32.0	200.0	751.0	387.0	22.0	139.0	902.0	72.0	17.0	136.0	49.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__sp. C1
418223	25.0	111.0	193.0	634.0	5.0	200.0	264.0	812.0	3.0	20.0	181.0	11.0	23.0	577.0	1685.0	722.0	4.0	103.0	1938.0	76.0	8.0	182.0	52.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__phyllosphaerae
2202827	22.0	110.0	135.0	231.0	7.0	189.0	134.0	310.0	1.0	5.0	136.0	7.0	14.0	107.0	902.0	311.0	10.0	73.0	532.0	59.0	25.0	65.0	26.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__sp. 17Sr1-28
2051553	22.0	180.0	204.0	400.0	13.0	1129.0	222.0	1052.0	2.0	33.0	223.0	16.0	38.0	353.0	1714.0	707.0	25.0	157.0	1443.0	80.0	38.0	183.0	84.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__currus
2202826	20.0	78.0	125.0	278.0	4.0	286.0	200.0	459.0	6.0	16.0	187.0	10.0	17.0	139.0	1492.0	598.0	21.0	87.0	1019.0	73.0	19.0	136.0	40.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__sp. 17Sr1-1
739141	18.0	149.0	234.0	548.0	11.0	348.0	194.0	696.0	2.0	45.0	245.0	11.0	51.0	260.0	769.0	420.0	22.0	130.0	1006.0	94.0	18.0	126.0	67.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__sp. XJLW
2067957	17.0	99.0	168.0	320.0	17.0	372.0	127.0	3404.0	4.0	27.0	138.0	38.0	620.0	131.0	1265.0	379.0	22.0	106.0	4970.0	60.0	28.0	62.0	24.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__sp. DM1
114616	16.0	62.0	146.0	229.0	8.0	178.0	136.0	355.0	1.0	3.0	101.0	13.0	28.0	101.0	653.0	269.0	9.0	82.0	611.0	39.0	11.0	54.0	21.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__nodulans
426117	10.0	86.0	163.0	249.0	5.0	219.0	156.0	510.0	2.0	12.0	129.0	19.0	23.0	139.0	823.0	362.0	6.0	121.0	815.0	58.0	21.0	42.0	45.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__sp. 4-46
925818	1.0	62.0	73.0	444.0	6.0	82.0	345.0	765.0	1.0	4.0	55.0	9.0	17.0	324.0	3859.0	704.0	8.0	45.0	1532.0	24.0	11.0	142.0	16.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__sp. AMS5
334852	1.0	28.0	56.0	127.0	2.0	59.0	64.0	191.0	0.0	3.0	39.0	1.0	6.0	90.0	320.0	131.0	2.0	20.0	394.0	24.0	3.0	32.0	8.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__oryzae
408	128.0	583.0	1247.0	1782.0	51.0	1241.0	1005.0	7168.0	22.0	90.0	523.0	76.0	284.0	978.0	17897.0	3635.0	90.0	810.0	11939.0	357.0	107.0	625.0	296.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylorubrum; s__extorquens
223967	47.0	420.0	691.0	682.0	75.0	1498.0	465.0	1567.0	70.0	260.0	529.0	126.0	327.0	466.0	2109.0	874.0	102.0	519.0	3164.0	186.0	193.0	112.0	67.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylorubrum; s__populi
29429	12.0	33.0	65.0	91.0	11.0	80.0	39.0	165.0	0.0	0.0	56.0	10.0	5.0	62.0	399.0	167.0	1.0	48.0	342.0	29.0	1.0	24.0	21.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylorubrum; s__zatmanii
1882682	118.0	240.0	889.0	996.0	17.0	683.0	474.0	1239.0	4.0	8.0	283.0	36.0	69.0	810.0	1441.0	1380.0	34.0	398.0	2461.0	152.0	35.0	314.0	103.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Microvirga; s__ossetica
2082949	37.0	37.0	85.0	106.0	0.0	72.0	78.0	181.0	2.0	1.0	38.0	5.0	15.0	78.0	287.0	156.0	3.0	22.0	297.0	46.0	6.0	19.0	11.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Microvirga; s__sp. 17 mud 1-3
1869170	15.0	53.0	138.0	128.0	16.0	89.0	73.0	126.0	23.0	32.0	61.0	1948.0	30.0	55.0	86.0	225.0	24.0	31.0	360.0	18.0	70.0	38.0	17.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium; s__sp. S41
384	14.0	72.0	137.0	283.0	1.0	128.0	144.0	204.0	2.0	8.0	120.0	32.0	14.0	125.0	472.0	309.0	11.0	86.0	818.0	33.0	21.0	41.0	13.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium; s__leguminosarum
1571470	5.0	37.0	53.0	136.0	5.0	82.0	35.0	200.0	3.0	4.0	46.0	40.0	166.0	39.0	88.0	306.0	6.0	133.0	470.0	8.0	6.0	14.0	5.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium; s__sp. ACO-34A
